tx_id,user_id,timestamp,status,amount
tx_user_47_4,user_47,2025-11-25T07:15:14.238363,confirmed,51.14
tx_user_47_5,user_47,2025-11-22T14:19:22.873644,confirmed,105.75
tx_user_47_6,user_47,2025-11-07T21:38:28.442343,confirmed,35.32
tx_user_47_7,user_47,2025-11-24T16:12:09.160089,confirmed,22.11
tx_user_48_0,user_48,2025-11-12T07:10:17.724847,pending,74.52
tx_user_48_1,user_48,2025-11-10T10:33:25.307589,confirmed,46.31
tx_user_48_2,user_48,2025-11-17T19:19:33.819326,confirmed,13.45
tx_user_48_3,user_48,2025-11-15T10:47:32.187454,confirmed,114.91
tx_user_48_4,user_48,2025-11-24T11:22:21.759892,confirmed,28.88
tx_user_49_0,user_49,2025-11-14T03:47:32.147777,confirmed,108.03
tx_user_49_1,user_49,2025-11-27T15:38:14.774870,confirmed,50.31
tx_user_49_2,user_49,2025-11-29T12:52:41.719690,confirmed,50.07
tx_user_49_3,user_49,2025-11-03T14:36:20.467314,pending,14.46
tx_user_49_4,user_49,2025-11-23T01:41:59.627276,confirmed,33.95
tx_user_50_0,user_50,2025-11-26T11:54:33.854830,confirmed,89.64
tx_user_50_1,user_50,2025-11-18T02:23:45.421069,confirmed,26.35
tx_user_50_2,user_50,2025-11-04T01:09:07.947725,confirmed,79.92
tx_user_50_3,user_50,2025-11-18T22:48:44.542861,confirmed,68.56
tx_user_50_4,user_50,2025-11-17T19:23:41.571044,confirmed,44.46
tx_user_50_5,user_50,2025-11-13T19:01:25.546992,confirmed,43.57
tx_user_50_6,user_50,2025-11-11T13:34:42.105074,pending,86.67
tx_user_50_7,user_50,2025-11-26T05:47:33.422187,confirmed,13.18
tx_user_50_8,user_50,2025-11-18T13:03:25.782326,pending,43.64
tx_user_50_9,user_50,2025-11-03T22:33:53.884190,confirmed,10.09
tx_user_50_10,user_50,2025-11-06T00:07:00.901761,confirmed,98.84
tx_user_50_11,user_50,2025-11-10T19:39:02.789368,confirmed,57.0
tx_user_50_12,user_50,2025-11-13T13:44:36.635870,confirmed,89.11
tx_user_51_0,user_51,2025-11-29T22:54:11.460893,confirmed,15.91
tx_user_51_1,user_51,2025-11-26T04:45:00.063470,confirmed,101.1
tx_user_51_2,user_51,2025-11-22T02:08:13.218326,confirmed,35.81
tx_user_51_3,user_51,2025-11-11T22:54:18.730344,confirmed,51.9
tx_user_51_4,user_51,2025-11-10T16:32:14.731862,confirmed,29.13
tx_user_51_5,user_51,2025-11-09T21:08:58.617263,confirmed,58.04
tx_user_51_6,user_51,2025-11-30T23:24:35.085263,confirmed,76.97
tx_user_51_7,user_51,2025-11-16T04:14:46.878037,confirmed,96.9
tx_user_51_8,user_51,2025-11-03T12:23:33.268530,confirmed,62.84
tx_user_51_9,user_51,2025-11-05T00:48:42.788276,confirmed,5.58
tx_user_51_10,user_51,2025-11-30T19:59:57.717992,confirmed,115.27
tx_user_51_11,user_51,2025-11-10T00:15:13.114376,confirmed,18.3
tx_user_51_12,user_51,2025-11-07T14:04:28.151451,confirmed,34.49
tx_user_52_0,user_52,2025-11-23T09:03:03.007982,confirmed,6.71
tx_user_52_1,user_52,2025-11-15T19:22:34.837315,confirmed,60.6
tx_user_52_2,user_52,2025-11-04T08:32:12.501101,pending,41.71
tx_user_52_3,user_52,2025-11-28T06:10:23.581860,confirmed,98.42
tx_user_52_4,user_52,2025-11-14T22:07:52.926834,confirmed,52.67
tx_user_52_5,user_52,2025-11-02T18:46:26.351365,confirmed,1.85
tx_user_52_6,user_52,2025-11-18T01:33:10.564292,pending,20.48
tx_user_52_7,user_52,2025-11-22T15:11:52.660953,confirmed,51.01
tx_user_52_8,user_52,2025-11-09T15:14:53.642688,confirmed,57.96
tx_user_53_0,user_53,2025-11-23T14:57:20.717523,pending,47.34
tx_user_53_1,user_53,2025-11-05T05:50:20.432318,confirmed,19.05
tx_user_53_2,user_53,2025-11-07T03:11:58.022209,pending,7.42
tx_user_53_3,user_53,2025-11-15T18:39:53.162850,confirmed,86.82
tx_user_53_4,user_53,2025-11-29T05:49:08.340118,pending,55.86
tx_user_53_5,user_53,2025-11-21T13:59:49.408017,confirmed,108.99
tx_user_53_6,user_53,2025-11-04T19:00:43.038042,pending,9.75
tx_user_53_7,user_53,2025-11-15T00:07:17.783159,pending,38.88
tx_user_53_8,user_53,2025-11-15T02:01:22.384521,confirmed,85.0
tx_user_53_9,user_53,2025-11-09T04:49:51.436053,pending,35.16
tx_user_53_10,user_53,2025-11-26T00:53:03.661454,confirmed,4.05
tx_user_53_11,user_53,2025-11-06T20:49:41.031709,confirmed,30.29
tx_user_53_12,user_53,2025-11-17T10:48:41.084485,confirmed,54.3
tx_user_53_13,user_53,2025-11-17T07:17:17.163977,confirmed,9.71
tx_user_53_14,user_53,2025-11-23T19:32:12.172079,confirmed,54.58
tx_user_53_15,user_53,2025-11-19T20:30:54.624158,confirmed,89.32
tx_user_54_0,user_54,2025-11-25T09:20:51.752932,confirmed,27.85
tx_user_54_1,user_54,2025-11-17T06:48:16.068390,confirmed,108.98
tx_user_54_2,user_54,2025-12-02T08:04:39.797147,confirmed,31.36
tx_user_54_3,user_54,2025-11-26T14:22:18.470086,confirmed,69.41
tx_user_54_4,user_54,2025-11-12T19:05:32.084301,confirmed,17.83
tx_user_54_5,user_54,2025-11-08T12:54:36.799219,confirmed,31.21
tx_user_55_0,user_55,2025-11-21T18:17:26.614443,confirmed,49.35
tx_user_55_1,user_55,2025-11-14T18:21:27.000827,confirmed,67.71
tx_user_55_2,user_55,2025-11-08T16:44:46.367318,confirmed,69.55
tx_user_55_3,user_55,2025-11-13T10:53:17.010197,confirmed,51.4
tx_user_55_4,user_55,2025-11-13T04:16:23.193781,confirmed,12.79
tx_user_55_5,user_55,2025-11-06T11:08:44.771690,confirmed,63.57
tx_user_55_6,user_55,2025-11-26T20:53:21.255585,confirmed,48.75
tx_user_55_7,user_55,2025-11-26T10:42:17.515750,confirmed,73.75
tx_user_55_8,user_55,2025-11-27T18:57:42.141484,pending,27.54
tx_user_55_9,user_55,2025-11-30T12:12:54.506424,confirmed,51.5
tx_user_55_10,user_55,2025-12-01T17:49:34.887137,confirmed,99.46
tx_user_55_11,user_55,2025-11-08T17:50:37.362860,pending,8.6
tx_user_56_0,user_56,2025-11-09T11:13:32.117718,confirmed,23.97
tx_user_56_1,user_56,2025-11-20T13:58:26.119533,confirmed,10.46
tx_user_56_2,user_56,2025-11-22T08:36:15.202955,confirmed,125.08
tx_user_56_3,user_56,2025-11-28T00:22:34.998635,confirmed,71.85
tx_user_56_4,user_56,2025-11-17T11:14:14.108290,pending,79.84
tx_user_56_5,user_56,2025-11-17T11:31:55.781572,confirmed,48.5
tx_user_56_6,user_56,2025-11-02T08:37:43.783500,confirmed,79.5
tx_user_56_7,user_56,2025-11-05T22:01:10.754919,confirmed,5.88
tx_user_56_8,user_56,2025-11-04T19:43:23.055883,confirmed,0.39
tx_user_57_0,user_57,2025-11-29T05:44:20.960663,confirmed,24.99
tx_user_57_1,user_57,2025-11-10T09:13:47.663252,confirmed,36.78
tx_user_57_2,user_57,2025-11-06T21:50:21.303925,pending,10.02
tx_user_57_3,user_57,2025-11-03T16:21:46.272172,confirmed,104.44
tx_user_57_4,user_57,2025-11-06T15:13:35.267873,pending,10.03
tx_user_57_5,user_57,2025-11-05T18:57:22.316811,pending,33.53
tx_user_57_6,user_57,2025-11-10T01:20:29.559148,confirmed,52.72
tx_user_57_7,user_57,2025-11-26T09:29:30.535905,confirmed,36.8
tx_user_58_0,user_58,2025-11-21T04:32:38.181808,confirmed,112.58
tx_user_58_1,user_58,2025-11-11T20:14:48.825727,confirmed,12.9
tx_user_58_2,user_58,2025-11-05T23:48:04.590543,confirmed,68.18
tx_user_58_3,user_58,2025-11-30T08:25:40.071813,confirmed,1.14
tx_user_58_4,user_58,2025-11-26T06:45:36.992475,confirmed,24.4
tx_user_58_5,user_58,2025-11-03T07:05:22.197675,confirmed,47.15
tx_user_58_6,user_58,2025-11-15T21:02:59.260355,confirmed,44.72
tx_user_58_7,user_58,2025-11-20T11:15:08.610746,confirmed,26.18
tx_user_59_0,user_59,2025-11-27T16:58:40.927212,confirmed,79.76
tx_user_59_1,user_59,2025-11-06T03:30:01.003647,confirmed,26.39
tx_user_59_2,user_59,2025-11-09T06:24:48.752088,confirmed,20.07
tx_user_59_3,user_59,2025-11-25T02:30:31.151411,confirmed,57.45
tx_user_60_0,user_60,2025-11-24T01:45:52.863155,confirmed,50.31
tx_user_60_1,user_60,2025-11-18T21:26:28.602793,confirmed,68.9
tx_user_60_2,user_60,2025-11-30T01:50:39.419365,confirmed,59.33
tx_user_60_3,user_60,2025-11-21T13:25:35.136140,confirmed,10.33
tx_user_60_4,user_60,2025-11-15T21:07:37.063831,confirmed,69.07
tx_user_60_5,user_60,2025-11-13T02:21:54.071394,pending,67.17
tx_user_60_6,user_60,2025-12-02T07:32:30.374847,confirmed,2.02
tx_user_61_0,user_61,2025-11-17T06:39:33.122052,confirmed,22.61
tx_user_61_1,user_61,2025-11-16T06:40:09.556351,confirmed,54.46
tx_user_61_2,user_61,2025-11-24T08:29:52.871016,confirmed,43.19
tx_user_61_3,user_61,2025-11-10T21:30:01.218147,confirmed,86.78
tx_user_61_4,user_61,2025-11-10T17:36:55.988653,confirmed,48.07
tx_user_61_5,user_61,2025-12-01T12:30:19.916594,confirmed,64.27
tx_user_61_6,user_61,2025-11-02T12:02:46.678771,pending,84.33
tx_user_61_7,user_61,2025-11-23T05:17:57.241229,confirmed,92.96
tx_user_62_0,user_62,2025-11-23T02:46:10.135816,confirmed,10.14
tx_user_62_1,user_62,2025-11-27T21:45:47.343701,confirmed,42.67
tx_user_62_2,user_62,2025-11-26T02:16:52.034703,pending,95.53
tx_user_62_3,user_62,2025-11-25T00:44:39.339779,confirmed,21.37
tx_user_62_4,user_62,2025-11-08T04:37:00.256454,confirmed,105.16
tx_user_62_5,user_62,2025-11-26T19:54:38.585168,confirmed,34.16
tx_user_63_0,user_63,2025-11-28T23:13:57.598645,pending,11.81
tx_user_63_1,user_63,2025-11-03T21:10:37.645691,confirmed,4.8
tx_user_63_2,user_63,2025-11-05T10:41:39.267793,confirmed,64.0
tx_user_64_0,user_64,2025-11-26T22:09:34.199268,confirmed,87.82
tx_user_64_1,user_64,2025-11-26T21:32:20.073642,confirmed,59.96
tx_user_64_2,user_64,2025-11-04T16:01:39.328202,confirmed,66.29
tx_user_64_3,user_64,2025-11-24T07:34:03.494595,pending,69.09
tx_user_65_0,user_65,2025-11-12T20:28:13.495838,confirmed,19.59
tx_user_65_1,user_65,2025-11-17T05:40:28.715986,confirmed,1.2
tx_user_65_2,user_65,2025-11-24T02:51:30.818677,confirmed,4.98
tx_user_65_3,user_65,2025-11-24T17:05:11.836979,confirmed,13.5
tx_user_65_4,user_65,2025-11-27T17:05:37.989328,confirmed,32.17
tx_user_65_5,user_65,2025-11-23T00:46:03.030159,confirmed,90.94
tx_user_66_0,user_66,2025-12-02T06:34:39.971110,confirmed,59.71
tx_user_66_1,user_66,2025-11-16T13:37:04.852070,confirmed,96.22
tx_user_66_2,user_66,2025-11-26T08:06:03.997097,confirmed,51.55
tx_user_66_3,user_66,2025-11-25T10:32:23.867167,confirmed,53.45
tx_user_66_4,user_66,2025-11-04T01:08:26.571465,confirmed,40.72
tx_user_66_5,user_66,2025-11-06T10:12:44.637218,confirmed,23.95
tx_user_66_6,user_66,2025-11-09T16:06:58.899591,confirmed,85.79
tx_user_66_7,user_66,2025-11-10T06:07:57.799477,confirmed,60.34
tx_user_67_0,user_67,2025-11-28T14:28:39.230712,confirmed,58.78
tx_user_67_1,user_67,2025-11-21T21:11:44.241705,confirmed,65.72
tx_user_67_2,user_67,2025-11-24T21:02:07.337490,confirmed,54.44
tx_user_67_3,user_67,2025-11-29T20:38:48.784746,confirmed,26.56
tx_user_67_4,user_67,2025-11-29T02:45:56.683827,confirmed,61.09
tx_user_67_5,user_67,2025-11-08T00:25:21.782126,confirmed,45.9
tx_user_67_6,user_67,2025-12-01T16:51:54.382045,confirmed,16.11
tx_user_67_7,user_67,2025-11-15T21:59:41.486696,confirmed,69.08
tx_user_67_8,user_67,2025-11-30T10:34:46.009989,confirmed,62.34
tx_user_67_9,user_67,2025-11-21T16:49:41.141449,confirmed,120.93
tx_user_67_10,user_67,2025-11-03T18:14:23.576070,confirmed,50.81
tx_user_67_11,user_67,2025-11-06T20:03:32.712958,confirmed,63.51
tx_user_68_0,user_68,2025-11-19T10:19:06.907626,confirmed,12.67
tx_user_68_1,user_68,2025-11-22T04:30:58.039052,confirmed,20.4
tx_user_68_2,user_68,2025-11-22T20:41:04.920045,confirmed,35.58
tx_user_68_3,user_68,2025-11-28T14:11:12.844336,confirmed,111.46
tx_user_69_0,user_69,2025-11-24T14:24:29.926432,confirmed,108.16
tx_user_69_1,user_69,2025-11-10T22:58:59.660890,confirmed,70.72
tx_user_69_2,user_69,2025-11-03T07:56:39.431372,confirmed,109.55
tx_user_69_3,user_69,2025-11-30T03:37:37.404520,confirmed,61.02
tx_user_69_4,user_69,2025-11-19T22:56:46.904447,confirmed,55.36
tx_user_69_5,user_69,2025-11-07T19:11:21.016123,pending,58.57
tx_user_70_0,user_70,2025-11-06T12:36:04.468822,confirmed,48.59
tx_user_70_1,user_70,2025-11-30T04:02:02.088116,confirmed,61.73
tx_user_70_2,user_70,2025-12-02T10:02:47.422951,confirmed,32.86
tx_user_70_3,user_70,2025-11-02T18:14:41.478056,confirmed,53.3
tx_user_70_4,user_70,2025-11-18T09:46:07.944830,pending,41.82
tx_user_70_5,user_70,2025-11-08T05:10:09.218103,confirmed,93.83
tx_user_70_6,user_70,2025-11-16T12:45:06.857346,confirmed,27.45
tx_user_71_0,user_71,2025-11-09T01:42:12.955173,confirmed,106.98
tx_user_71_1,user_71,2025-11-17T06:49:28.576170,confirmed,74.99
tx_user_71_2,user_71,2025-11-17T05:05:16.217551,confirmed,52.27
tx_user_71_3,user_71,2025-11-18T13:32:58.329856,confirmed,28.2
tx_user_71_4,user_71,2025-11-22T13:51:16.327619,confirmed,50.92
tx_user_71_5,user_71,2025-12-01T18:07:56.622015,confirmed,37.2
tx_user_71_6,user_71,2025-11-17T05:44:28.283730,confirmed,76.86
tx_user_72_0,user_72,2025-11-20T22:13:12.717946,pending,6.43
tx_user_72_1,user_72,2025-11-20T22:00:53.568757,confirmed,122.94
tx_user_72_2,user_72,2025-11-28T09:17:41.601309,pending,37.16
tx_user_72_3,user_72,2025-11-05T03:06:15.866619,confirmed,24.71
tx_user_72_4,user_72,2025-11-16T05:58:38.773914,confirmed,12.66
tx_user_72_5,user_72,2025-11-03T15:56:30.998462,confirmed,62.19
tx_user_72_6,user_72,2025-11-28T13:48:31.488139,confirmed,88.2
tx_user_72_7,user_72,2025-11-13T03:35:25.384175,pending,99.29
tx_user_72_8,user_72,2025-11-25T23:18:31.195854,confirmed,70.63
tx_user_73_0,user_73,2025-12-01T07:59:59.113285,confirmed,74.2
tx_user_73_1,user_73,2025-11-16T08:43:38.126494,confirmed,50.32
tx_user_73_2,user_73,2025-11-24T14:30:45.623441,confirmed,19.54
tx_user_73_3,user_73,2025-11-30T18:49:32.257015,pending,125.48
tx_user_73_4,user_73,2025-11-25T18:56:34.955528,confirmed,81.69
tx_user_73_5,user_73,2025-11-25T16:23:26.967878,confirmed,31.03
tx_user_73_6,user_73,2025-11-22T07:41:47.981311,pending,63.34
tx_user_73_7,user_73,2025-11-27T00:05:41.801686,confirmed,14.16
tx_user_74_0,user_74,2025-11-27T16:39:10.292252,confirmed,49.2
tx_user_74_1,user_74,2025-11-06T21:41:57.380743,confirmed,68.87
tx_user_74_2,user_74,2025-11-23T19:51:27.519028,confirmed,86.49
tx_user_74_3,user_74,2025-11-23T02:07:49.625950,confirmed,18.7
tx_user_74_4,user_74,2025-12-02T03:35:33.331528,confirmed,67.71
tx_user_74_5,user_74,2025-11-08T13:38:31.588350,confirmed,6.6
tx_user_74_6,user_74,2025-12-02T02:36:06.711354,confirmed,91.71
tx_user_74_7,user_74,2025-11-11T04:24:37.070167,pending,12.35
tx_user_74_8,user_74,2025-11-25T16:19:54.593451,confirmed,19.74
tx_user_75_0,user_75,2025-11-21T12:46:58.244599,confirmed,77.5
tx_user_75_1,user_75,2025-11-12T17:08:41.860191,confirmed,41.43
tx_user_75_2,user_75,2025-12-02T13:16:52.469710,pending,18.45
tx_user_75_3,user_75,2025-11-15T03:24:45.106492,confirmed,145.95
tx_user_75_4,user_75,2025-11-26T12:03:47.004922,confirmed,51.83
tx_user_76_0,user_76,2025-12-01T21:36:01.734697,confirmed,77.5
tx_user_76_1,user_76,2025-11-12T17:43:51.570906,pending,102.09
tx_user_76_2,user_76,2025-11-21T14:30:14.398700,confirmed,30.09
tx_user_76_3,user_76,2025-11-08T22:24:07.658966,confirmed,24.83
tx_user_76_4,user_76,2025-11-03T21:41:39.034643,confirmed,69.98
tx_user_76_5,user_76,2025-11-21T19:04:30.538612,confirmed,17.01
tx_user_76_6,user_76,2025-11-26T03:37:52.118215,confirmed,15.29
tx_user_76_7,user_76,2025-11-26T19:34:18.331594,confirmed,6.42
tx_user_77_0,user_77,2025-11-02T23:55:54.609617,confirmed,58.18
tx_user_77_1,user_77,2025-11-08T02:25:17.153594,confirmed,36.25
tx_user_77_2,user_77,2025-11-30T17:41:22.863053,pending,77.88
tx_user_77_3,user_77,2025-11-12T17:46:00.044887,confirmed,43.39
tx_user_78_0,user_78,2025-12-02T08:46:13.311635,confirmed,85.12
tx_user_78_1,user_78,2025-11-02T07:37:43.941940,confirmed,68.96
tx_user_78_2,user_78,2025-11-17T12:45:04.020665,confirmed,81.25
tx_user_78_3,user_78,2025-11-20T09:13:19.842654,confirmed,81.64
tx_user_78_4,user_78,2025-11-12T22:01:48.935722,confirmed,35.49
tx_user_78_5,user_78,2025-11-16T02:16:55.917946,confirmed,73.55
tx_user_78_6,user_78,2025-11-23T19:45:16.871739,confirmed,6.36
tx_user_78_7,user_78,2025-11-24T12:43:33.645057,confirmed,28.12
tx_user_78_8,user_78,2025-11-18T07:47:33.662162,pending,57.39
tx_user_78_9,user_78,2025-11-22T13:01:04.341602,confirmed,35.16
tx_user_78_10,user_78,2025-11-12T17:50:56.276290,confirmed,24.76
tx_user_79_0,user_79,2025-11-06T23:12:44.698759,confirmed,36.19
tx_user_79_1,user_79,2025-11-28T03:35:18.659879,confirmed,52.25
tx_user_79_2,user_79,2025-11-25T01:20:45.657395,confirmed,47.95
tx_user_79_3,user_79,2025-11-24T22:38:33.468069,confirmed,68.14
tx_user_79_4,user_79,2025-11-15T17:53:33.239129,confirmed,47.85
tx_user_79_5,user_79,2025-11-27T18:52:46.087887,confirmed,101.3
tx_user_79_6,user_79,2025-11-11T11:18:04.259627,confirmed,77.36
tx_user_79_7,user_79,2025-11-27T23:11:36.431831,confirmed,67.27
tx_user_79_8,user_79,2025-11-16T15:45:16.076768,confirmed,79.52
tx_user_80_0,user_80,2025-11-24T22:41:07.981057,pending,50.27
tx_user_80_1,user_80,2025-11-29T22:01:30.330853,confirmed,17.93
tx_user_80_2,user_80,2025-11-27T02:35:22.284454,confirmed,26.78
tx_user_80_3,user_80,2025-11-26T14:54:51.135418,confirmed,68.26
tx_user_80_4,user_80,2025-11-20T21:50:43.202353,confirmed,51.88
tx_user_80_5,user_80,2025-11-06T21:10:57.017162,confirmed,37.1
tx_user_80_6,user_80,2025-11-23T01:35:13.330334,confirmed,58.45
